136,26,9,13.22344800857139,1
162,33,-14,19.408421243318653,1
170,35,-13,13.813616719828026,1
163,33,-2,36.42120457763755,2
166,34,-8,36.667071556947064,2
171,35,-3,15.987450714026426,1
178,37,-3,13.222966196666627,1
186,39,-8,32.79007381506001,2
174,36,-1,13.222966196666627,1
190,40,-5,30.83540552625576,2
202,43,-10,32.42357384100046,2
200,42,-3,36.1490038614074,2
196,41,-2,36.343165471526454,2
215,47,-14,13.222966196666627,1
219,48,-13,34.98236502855291,2
218,48,-22,16.966450901784388,1
228,50,-9,26.700062816158596,2
227,50,-22,13.222966196666627,1
235,51,-10,13.222966196666627,1
216,47,-2,13.36677807488887,1
244,52,-7,24.063920348400682,1
243,52,-8,13.236013732392822,1
245,52,-2,13.236013732392822,1
273,59,-20,13.22344800857139,1
264,57,-3,13.222966196666627,1
268,58,-3,34.98236502855291,2
372,82,1,36.435997255970875,2
289,63,1,31.607531022664837,2
197,41,1,13.22344800857139,1
149,31,2,13.23589996239282,1
179,37,2,13.232061909999963,1
256,55,2,36.42120457763755,2
348,76,2,14.361238945756599,1
223,49,3,22.85428851776179,1
208,45,3,13.222966196666627,1
224,49,22,13.222966196666627,1
221,48,22,13.222966196666627,1
220,48,14,29.92808992913709,2
211,46,21,13.222966196666627,1
210,46,7,36.1490038614074,2
206,44,15,13.222966196666627,1
207,44,19,13.222966196666627,1
182,38,5,13.222966196666627,1
158,32,7,28.800987682292337,2
145,30,10,13.324255971944446,1
150,31,12,36.149003861407394,2
