47,4,37,39.39528910929725,2
48,4,40,13.357256628888873,1
24,-2,44,13.324149611944444,1
12,-4,43,13.222718999999959,1
23,-2,40,13.222740214444404,1
27,-1,38,13.222740214444404,1
15,-3,38,26.896186541694316,2
22,-2,36,13.36677807488887,1
11,-4,37,13.223121471238056,1
21,-2,34,13.222740214444404,1
44,3,34,13.222966196666627,1
10,-4,34,38.15912538319804,2
4,-5,24,38.99376327994682,2
20,-2,19,28.126215192736286,2
55,6,31,26.37649171104749,2
56,6,33,13.222885176666628,1
62,8,42,26.104236849872887,2
61,8,37,13.222991536666628,1
83,14,26,13.222885176666628,1
60,8,25,13.22358695450393,1
72,11,21,38.10176388397583,2
76,12,16,13.222885176666628,1
58,7,18,13.222885176666628,1
89,16,22,36.43599725597088,2
93,17,44,13.223263927238056,1
98,18,44,38.86007120223372,2
125,23,44,26.37649171104749,2
124,23,39,13.222885176666628,1
110,21,40,31.74658607718034,2
109,21,39,36.42120457763756,2
131,24,38,26.66184043949987,2
115,22,35,13.222966196666627,1
130,24,29,13.225012050059487,1
123,23,26,34.29009083989817,2
129,24,19,13.222966196666627,1
122,23,19,32.291109301317924,2
97,18,22,19.055289041955017,1
121,23,13,13.222966196666627,1
92,17,18,27.198849169837164,2
128,24,10,28.166862870506126,2
137,26,26,13.223370873904724,1
138,26,42,20.59463251390465,1
142,27,44,13.222966196666627,1
168,34,43,22.85428851776179,1
167,34,42,28.103421896498197,2
155,31,43,29.465977853305557,2
164,33,33,13.222885176666628,1
141,27,37,36.259778184526446,2
140,27,34,27.70876029399423,2
148,30,28,13.222966196666627,1
160,32,24,13.247916105555516,1
154,31,25,13.222966196666627,1
153,31,23,16.055597191407383,1
159,32,21,13.223956920059486,1
152,31,17,39.560557301148165,2
147,30,17,13.222966196666627,1
151,31,16,16.026171642359767,1
222,48,38,28.980005992534387,2
212,46,41,13.23589996239282,1
203,43,42,13.222966196666627,1
198,41,35,23.205006671841165,1
191,40,36,35.71769544189549,2
192,40,38,22.774312535476078,1
193,40,40,13.222966196666627,1
199,41,41,13.222966196666627,1
188,39,23,21.272279019650682,1
187,39,20,13.222966196666627,1
180,37,37,13.22344800857139,1
183,38,38,13.222966196666627,1
181,37,39,39.9200657675,2
146,30,16,32.946194196352685,2
