3,-5,-1,54.63913059682878,3
2,-5,-5,35.72588465912271,2
13,-3,-6,28.342335455954533,2
1,-5,-6,54.72466350367971,3
0,-5,-7,51.73596114702758,3
8,-4,-7,13.670580467018025,1
19,-2,-21,13.240577864948378,1
30,0,-24,13.222740214444404,1
18,-2,-27,13.222718999999959,1
26,-1,-26,30.639703557610744,2
7,-4,-28,13.958715106135639,1
25,-1,-32,32.77134372635268,2
29,0,-38,13.222885176666628,1
31,0,15,13.222740214444404,1
9,-4,14,28.401531148732314,2
14,-3,12,33.40816648418038,2
54,6,11,31.10682674684834,2
78,13,9,13.223263927238056,1
108,21,9,27.211822722398008,2
38,1,-13,13.223392735753928,1
41,2,-13,34.28299328130557,2
42,2,-11,13.223157855015835,1
39,1,-10,29.340561100027784,2
51,5,-10,30.59385923647186,2
43,3,0,30.835405526255744,2
52,6,-12,36.1576474314074,2
53,6,-1,13.319999691944444,1
67,9,-4,13.223260329682502,1
71,11,-5,38.232829380086926,2
74,12,-7,13.222885176666628,1
81,14,-13,13.223042803333295,1
85,15,-7,18.274131462705007,1
100,19,-13,29.767401857945284,2
88,16,-4,30.779502387318438,2
82,14,-2,13.222966196666627,1
101,20,-7,28.7881775601971,2
113,22,-11,13.222885176666628,1
63,9,-32,23.205006671841158,1
127,24,2,29.28966167601191,2
107,21,3,36.34316547152645,2
69,10,3,34.99100859855292,2
75,12,4,30.779502387318438,2
91,17,4,13.22336698857139,1
114,22,5,13.222885176666628,1
70,10,8,36.471834655081985,2
120,23,-1,13.222966196666627,1
133,25,-8,13.225012050059487,1
118,23,-6,13.222966196666627,1
119,23,-2,29.275461610244715,2
106,21,-4,13.222885176666628,1
102,20,-3,22.581991841785598,1
96,18,-3,22.6480826867856,1
